"SEQ_ITEM","PORT_CODE","BRANCH","CONTNO","NOPOL","BLOK","SLOT","ROW","TIER","CONTSIZE","CONTTYPE","CONTOWNER","CONTSTATUS","PRINCIPAL","DG_FLAG","HOLD_FLAG","DMG_FLAG","OD_FLAG","FREEUSED_FLAG","FULLMT","SEALNO","WEIGHT","CMDTY_CODE","CMDTY_DESC","VESSEL_VOYAGE","POL","POT","POD","BGKNO","BLNO","DWINO","RESERVE_FIELD","MOVE_TIME","REPO_TIME","VESSEL_OPERATOR","CONT_GRADE","FORM_ID","DOC_ID","KADE","CREATEDON","CREATEDBY","MODIFIEDBY","MODIFIEDON"
2031,IDJKT,JKT64,MRTU2072972,Ht18,"3a","41","5","5","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 07:00",,,,770,"41018","218",,,,
2032,IDJKT,JKT64,MRTU2093867,Ht17,"3a","41","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 07:03",,,,770,"41018","218",,,,
2033,IDJKT,JKT64,MRTU2177211,Ht17,"3a","41","6","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 07:04",,,,770,"41018","218",,,,
2034,IDJKT,JKT64,MRTU2032970,Ht16,"3a","38","5","5","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 07:06",,,,770,"41018","218",,,,
2035,IDJKT,JKT64,SEGU3957470,Ht16,"3a","38","6","5","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 07:07",,,,770,"41018","218",,,,
2036,IDJKT,JKT64,MRTU2134415,Ht30,"1b","7","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 01:37",,,,770,"41019",Cy218,,,,
2037,IDJKT,JKT64,MRTU2099720,Ht30,"1b","7","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 01:38",,,,770,"41019",Cy218,,,,
2038,IDJKT,JKT64,MRTU2052087,Ht27,"1b","7","6","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 01:39",,,,770,"41019",Cy218,,,,
2039,IDJKT,JKT64,MRTU2114770,Ht27,"1b","7","6","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 01:40",,,,770,"41019",Cy218,,,,
2040,IDJKT,JKT64,MRTU2265626,Ht29,"1b","7","5","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 01:41",,,,770,"41019",Cy218,,,,
2041,IDJKT,JKT64,MRTU2111003,Ht29,"1b","7","5","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 01:42",,,,770,"41019",Cy218,,,,
2042,IDJKT,JKT64,MRTU9624353,Ht06,"1b","20","1","2","40",HC,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 01:45",,,,770,"41019",Cy218,,,,
2043,IDJKT,JKT64,MRTU2012309,Ht23,"1b","19","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:40",,,,770,"41019",Cy218,,,,
2044,IDJKT,JKT64,MRTU2235452,Ht23,"1b","19","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:41",,,,770,"41019",Cy218,,,,
2045,IDJKT,JKT64,MRTU2275558,Ht28,"1b","19","6","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:42",,,,770,"41019",Cy218,,,,
2046,IDJKT,JKT64,MRTU2190337,Ht28,"1b","19","6","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:42",,,,770,"41019",Cy218,,,,
2047,IDJKT,JKT64,MRTU2177130,Ht22,"1b","18","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:44",,,,770,"41019",Cy218,,,,
2048,IDJKT,JKT64,MRLU2388787,Ht22,"1b","18","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:44",,,,770,"41019",Cy218,,,,
2049,IDJKT,JKT64,MRLU2374150,Ht25,"1b","18","6","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:47",,,,770,"41019",Cy218,,,,
2050,IDJKT,JKT64,MRTU2277340,Ht25,"1b","18","6","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:47",,,,770,"41019",Cy218,,,,
2051,IDJKT,JKT64,MRTU2270514,Ht07,"1b","18","5","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:49",,,,770,"41019",Cy218,,,,
2052,IDJKT,JKT64,MRTU2276127,Ht07,"1b","18","5","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:49",,,,770,"41019",Cy218,,,,
2053,IDJKT,JKT64,MRTU2222917,Ht26,"1b","18","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:51",,,,770,"41019",Cy218,,,,
2054,IDJKT,JKT64,MRTU2189634,Ht26,"1b","18","5","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 02:52",,,,770,"41019",Cy218,,,,
2055,IDJKT,JKT64,MRTU2045787,Ht14,"1b","18","4","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:24",,,,770,"41019",Cy218,,,,
2056,IDJKT,JKT64,MRTU2267486,Ht14,"1b","18","4","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:25",,,,770,"41019",Cy218,,,,
2057,IDJKT,JKT64,MRTU2088156,Ht30,"1b","18","4","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:25",,,,770,"41019",Cy218,,,,
2058,IDJKT,JKT64,MRTU2153077,Ht30,"1b","18","4","4",,GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:26",,,,770,"41019",Cy218,,,,
2059,IDJKT,JKT64,MRTU2084464,Ht27,"1b","18","3","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:27",,,,770,"41019",Cy218,,,,
2060,IDJKT,JKT64,MRTU2004221,Ht27,"1b","18","3","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:28",,,,770,"41019",Cy218,,,,
2061,IDJKT,JKT64,MRTU2230846,Ht19,"1b","7","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:32",,,,770,"41019",Cy218,,,,
2062,IDJKT,JKT64,MRTU2307716,Ht19,"1b","7","5","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:33",,,,770,"41019",Cy218,,,,
2063,IDJKT,JKT64,MRTU2017614,Ht18,"1b","7","6","5","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:33",,,,770,"41019",Cy218,,,,
2064,IDJKT,JKT64,MRTU2072524,Ht18,"1b","7","5","5","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 03:34",,,,770,"41019",Cy218,,,,
2065,IDJKT,JKT64,MRTU6204254,L9711um,"1b","1","4","1","20",RF,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 03:38",,,,770,"41019",Cy218,,,,
2066,IDJKT,JKT64,MRTU2137266,Ht19,"1b","7","4","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 05:45",,,,770,"41019",Cy218,,,,
2067,IDJKT,JKT64,MRTU2290320,Ht19,"1b","7","4","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 05:46",,,,770,"41019",Cy218,,,,
2068,IDJKT,JKT64,MRTU2304023,Ht13,"1b","14","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 05:46",,,,770,"41019",Cy218,,,,
2069,IDJKT,JKT64,CRSU1135877,Ht13,"1b","14","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 05:47",,,,770,"41019",Cy218,,,,
2070,IDJKT,JKT64,MRTU2058784,Ht20,"1b","14","6","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 05:48",,,,770,"41019",Cy218,,,,
2071,IDJKT,JKT64,MRLU2359449,Ht20,"1b","14","6","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 05:49",,,,770,"41019",Cy218,,,,
2072,IDJKT,JKT64,MRTU6202117,L8857ude,"1b","1","4","2","20",RF,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 05:50",,,,770,"41019",Cy218,,,,
2073,IDJKT,JKT64,MRTU2054979,Ht11,"1b","9","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 06:01",,,,770,"41019",Cy218,,,,
2074,IDJKT,JKT64,MRTU2072057,Ht11,"1b","9","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 06:01",,,,770,"41019",Cy218,,,,
2075,IDJKT,JKT64,TCKU3474283,Ht20,"1b","10","6","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:16",,,,770,"41100","218",,,,
2076,IDJKT,JKT64,BSIU3089679,Ht20,"1b","10","6","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:17",,,,770,"41100","218",,,,
2077,IDJKT,JKT64,MRTU6202441,L9496um,"1b","2","5","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:30",,,,770,"41100","218",,,,
2078,IDJKT,JKT64,MRTU6202668,L9482um,"1b","2","5","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:31",,,,770,"41100","218",,,,
2079,IDJKT,JKT64,TRHU1729320,Ht16,"1b","10","6","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:37",,,,770,"41100","218",,,,
2080,IDJKT,JKT64,GLDU9672990,Ht16,"1b","10","6","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:38",,,,770,"41100","218",,,,
2081,IDJKT,JKT64,TCLU7214717,Ht14,"1b","10","6","5","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:39",,,,770,"41100","218",,,,
2082,IDJKT,JKT64,TLLU3057691,Ht14,"1b","10","5","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:40",,,,770,"41100","218",,,,
2083,IDJKT,JKT64,MRTU2131756,Ht18,"3a","23","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"19-06-2026 09:53",,,,770,"41092","218",,,,
2084,IDJKT,JKT64,MRTU2188643,"18","3a","23","6","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 09:55",,,,770,"41092","218",,,,
2085,IDJKT,JKT64,TIIU2463647,Ht17,"3a","23","6","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 09:56",,,,770,"41092","218",,,,
2086,IDJKT,JKT64,CSGU2418011,Ht17,"3a","23","6","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 09:57",,,,770,"41092","218",,,,
2087,IDJKT,JKT64,TLLU3161448,Ht11,"3a","27","4","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:25",,,,770,"41092","218",,,,
2088,IDJKT,JKT64,TEMU4600821,Ht11,"3a","27","4","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"19-06-2026 12:26",,,,770,"41092","218",,,,
2089,IDJKT,JKT64,MRTU9632235,Ht10,"3a","30","2","3","40",HC,,,,,,,,,F,,,,,,,,,,,,,"25-06-2026 22:29",,,,770,"41929","218",2026-06-26 14:31:00.833,,,
2090,IDJKT,JKT74,MRTU2059348,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"26-06-2026 03:02",,,,770,"41930","219",2026-06-26 14:31:02.135,,,
2091,IDJKT,JKT64,MRTU6201070,L8857ude,"1b","1","3","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"26-06-2026 07:15",,,,770,"41933","218",2026-06-26 14:31:04.280,,,
2092,IDJKT,JKT64,MERU2221947,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:05",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2093,IDJKT,JKT64,HPEU2225296,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:06",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2094,IDJKT,JKT64,MRM2305518,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:10",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2095,IDJKT,JKT64,MRR2289452,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:12",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2096,IDJKT,JKT64,MERI2250566,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:14",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2097,IDJKT,JKT64,MUNM2001974,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:16",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2098,IDJKT,JKT64,MAM2001618,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:18",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2099,IDJKT,JKT64,MERI217907,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:20",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2100,IDJKT,JKT64,MRRM2099227,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:22",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2101,IDJKT,JKT64,MAR2215707,,"219",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:24",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2102,IDJKT,JKT64,MRIU2366263,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:25",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2103,IDJKT,JKT64,MRI2290640,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:26",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2104,IDJKT,JKT64,MRTM2104827,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:28",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2105,IDJKT,JKT64,MRRU208445,,"215",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:30",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2106,IDJKT,JKT64,MM2218666,,"215",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:32",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2107,IDJKT,JKT64,MERU228500,,"219",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:34",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2108,IDJKT,JKT64,MERU2268857,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:36",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2109,IDJKT,JKT64,MR2230110,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:38",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2110,IDJKT,JKT64,MERU2248418,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:40",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2111,IDJKT,JKT64,MRTU2260706,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:42",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2112,IDJKT,JKT64,FAM6090450,,"219",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:54",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2113,IDJKT,JKT64,"2310140",,"219",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 19:56",,,,817,"102","214",2026-06-30 09:23:07.079,,,
2114,IDJKT,JKT64,MRZU2221926,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:00",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2115,IDJKT,JKT64,DFSU3191732,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:02",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2116,IDJKT,JKT64,MRZU2133661,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:04",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2117,IDJKT,JKT64,"2139680",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:06",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2118,IDJKT,JKT64,"2276087",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:08",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2119,IDJKT,JKT64,HPCU2226610,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:10",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2120,IDJKT,JKT64,ELMU1364209,,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:20",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2121,IDJKT,JKT64,"1364214",,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:25",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2122,IDJKT,JKT64,TRHU8895940,,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:30",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2123,IDJKT,JKT64,MRW9649520,,"219",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:32",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2124,IDJKT,JKT64,BMOU6042582,,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:34",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2125,IDJKT,JKT64,MPLU0629611,,"219",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:40",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2126,IDJKT,JKT64,CHU6705067,,"219",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:45",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2127,IDJKT,JKT64,TRHU8891924,,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:48",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2128,IDJKT,JKT64,MRZU2040036,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:50",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2129,IDJKT,JKT64,"2082034",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:52",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2130,IDJKT,JKT64,"2221700",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:00",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2131,IDJKT,JKT64,"2128396",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:02",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2132,IDJKT,JKT64,MRIU2342220,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:04",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2133,IDJKT,JKT64,MRTU2302587,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:06",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2134,IDJKT,JKT64,"2043510",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:10",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2135,IDJKT,JKT64,"2012356",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:12",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2136,IDJKT,JKT64,"2147840",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:20",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2137,IDJKT,JKT64,"2213556",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:22",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2138,IDJKT,JKT64,"2205020",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:27",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2139,IDJKT,JKT64,"2071240",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:30",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2140,IDJKT,JKT64,"2120216",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:35",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2141,IDJKT,JKT64,FO12219111,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:37",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2142,IDJKT,JKT64,MR242059203,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:45",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2143,IDJKT,JKT64,"2132650",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:47",,,,817,"105","208",2026-06-30 09:23:08.147,,,
2144,IDJKT,JKT64,MDTU2146397,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:55",,,,817,"107","208",2026-06-30 09:23:08.308,,,
2145,IDJKT,JKT64,GESU3952987,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:57",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2146,IDJKT,JKT64,"2081526",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:00",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2147,IDJKT,JKT64,"2181839",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:02",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2148,IDJKT,JKT64,"2318460",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:04",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2149,IDJKT,JKT64,"2264532",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:06",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2150,IDJKT,JKT64,"42076730",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:08",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2151,IDJKT,JKT64,"2102634",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:10",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2152,IDJKT,JKT64,"2308961",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:12",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2153,IDJKT,JKT64,"2068925",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:14",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2154,IDJKT,JKT64,"6079919",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:18",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2155,IDJKT,JKT64,MR202079091,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:20",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2156,IDJKT,JKT64,"2265884",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:25",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2157,IDJKT,JKT64,"2007391",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:27",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2158,IDJKT,JKT64,"2253610",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:30",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2159,IDJKT,JKT64,"2315373",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:32",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2160,IDJKT,JKT64,"2307871",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:42",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2161,IDJKT,JKT64,"2259984",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:44",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2162,IDJKT,JKT64,DFSU3190628,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:50",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2163,IDJKT,JKT64,MR202105037,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:52",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2164,IDJKT,JKT64,"2305591",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:54",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2165,IDJKT,JKT64,"2105989",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:56",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2166,IDJKT,JKT64,"2228211",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:58",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2167,IDJKT,JKT64,"8543193801",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:00",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2168,IDJKT,JKT64,MAU2317674,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:02",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2169,IDJKT,JKT64,"2190018",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:04",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2170,IDJKT,JKT64,"2305890",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:06",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2171,IDJKT,JKT64,"2125666",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:08",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2172,IDJKT,JKT64,"2128177",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:10",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2173,IDJKT,JKT64,"2197368",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:12",,,,817,"107","208",2026-06-30 09:23:08.309,,,
2174,IDJKT,JKT64,MR2U2319281,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:15",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2175,IDJKT,JKT64,"2229090",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:17",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2176,IDJKT,JKT64,FO16079189,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:18",,,,817,"109","208",2026-06-30 09:23:08.552,,,
